station,aps_range,ap,rssi,num_sta,dist,cons_bat,associatedTo
sta1,234,4,-76.0,3,52.81,0.5281,3
sta3,14,1,-72.0,4,32.2,0.322,1
sta3,14,4,-73.0,3,39.96,0.3996,1
sta4,43,4,-70.0,3,32.02,0.3202,4
sta4,43,3,-76.0,4,42.72,0.4272,4
sta5,34,3,-72.0,4,29.41,0.2941,3
sta5,34,4,-74.0,3,44.55,0.4455,3
sta1,234,2,-74.0,5,45.22,0.4522,3
sta1,234,3,-71.0,4,29.07,0.2907,3
sta1,234,4,-75.0,3,49.04,0.4904,3
sta3,14,1,-72.0,4,32.76,0.3276,1
sta3,14,4,-72.0,3,39.41,0.3941,1
sta4,43,4,-70.0,3,31.89,0.3189,4
sta4,43,3,-76.0,4,42.15,0.4215,4
sta5,34,3,-72.0,4,29.41,0.2941,3
sta5,34,4,-74.0,3,44.55,0.4455,3
sta1,234,2,-75.0,5,46.57,0.4657,3
sta1,234,3,-73.0,4,31.76,0.3176,3
sta1,234,4,-75.0,3,46.57,0.4657,3
sta3,14,1,-72.0,4,32.2,0.322,1
sta3,14,4,-73.0,3,39.96,0.3996,1
sta4,43,4,-69.0,3,30.48,0.3048,4
sta4,43,3,-77.0,4,43.46,0.4346,4
sta5,34,3,-71.0,4,29.07,0.2907,3
sta5,34,4,-74.0,3,43.42,0.4342,3
sta1,234,2,-75.0,5,46.49,0.4649,3
sta1,234,3,-71.0,4,28.65,0.2865,3
sta1,234,4,-75.0,3,48.38,0.4838,3
sta3,14,1,-72.0,4,31.83,0.3183,1
sta3,14,4,-73.0,3,41.15,0.4115,1
sta4,43,4,-69.0,3,30.41,0.3041,4
sta4,43,3,-76.0,4,42.95,0.4295,4
sta5,34,3,-71.0,4,27.29,0.2729,3
sta5,34,4,-74.0,3,45.0,0.45,3
sta1,234,2,-74.0,5,44.01,0.4401,3
sta1,234,3,-70.0,4,26.4,0.264,3
sta1,234,4,-76.0,3,51.55,0.5155,3
sta3,14,1,-73.0,4,34.66,0.3466,1
sta3,14,4,-72.0,3,38.48,0.3848,1
sta4,4,4,-68.0,3,27.59,0.2759,4
sta5,34,3,-71.0,4,27.29,0.2729,3
sta5,34,4,-74.0,3,45.0,0.45,3
sta1,234,2,-73.0,5,41.63,0.4163,3
sta1,234,3,-69.0,4,24.35,0.2435,3
sta1,234,4,-77.0,3,54.71,0.5471,3
sta3,14,1,-72.0,4,31.89,0.3189,1
sta3,14,4,-73.0,3,40.71,0.4071,1
sta4,4,4,-67.0,3,26.4,0.264,4
sta5,34,3,-72.0,4,29.55,0.2955,3
sta5,34,4,-74.0,3,43.28,0.4328,3
sta1,234,2,-73.0,5,42.95,0.4295,3
sta1,234,3,-69.0,4,23.77,0.2377,3
sta1,234,4,-76.0,3,54.08,0.5408,3
sta3,14,1,-72.0,4,31.89,0.3189,1
sta3,14,4,-73.0,3,40.71,0.4071,1
sta4,4,4,-69.0,3,29.41,0.2941,4
sta5,34,3,-70.0,4,25.71,0.2571,3
sta5,34,4,-75.0,3,48.8,0.488,3
sta1,234,2,-74.0,5,45.62,0.4562,3
sta1,234,3,-68.0,4,22.83,0.2283,3
sta1,234,4,-76.0,3,52.92,0.5292,3
sta3,14,1,-72.0,4,33.3,0.333,1
sta3,14,4,-72.0,3,39.36,0.3936,1
sta4,4,4,-67.0,3,26.93,0.2693,4
sta5,34,3,-70.0,4,25.63,0.2563,3
sta5,34,4,-75.0,3,47.51,0.4751,3
sta1,234,2,-75.0,5,46.96,0.4696,3
sta1,234,3,-68.0,4,22.47,0.2247,3
sta1,234,4,-76.0,3,52.39,0.5239,3
sta3,14,1,-72.0,4,33.42,0.3342,1
sta3,14,4,-72.0,3,38.95,0.3895,1
sta4,4,4,-68.0,3,28.65,0.2865,4
sta5,34,3,-71.0,4,28.23,0.2823,3
sta5,34,4,-74.0,3,44.69,0.4469,3
sta1,234,2,-75.0,5,46.53,0.4653,3
sta1,234,3,-67.0,4,21.1,0.211,3
sta1,234,4,-76.0,3,53.71,0.5371,3
sta3,14,1,-73.0,4,36.07,0.3607,1
sta3,14,4,-72.0,3,37.16,0.3716,1
sta4,4,4,-68.0,3,27.73,0.2773,4
sta5,34,3,-70.0,4,26.4,0.264,3
sta5,34,4,-74.0,3,46.23,0.4623,3
sta1,234,2,-74.0,5,44.78,0.4478,3
sta1,234,3,-67.0,4,20.12,0.2012,3
sta1,234,4,-77.0,3,55.54,0.5554,3
sta3,14,1,-74.0,4,37.48,0.3748,1
sta3,14,4,-71.0,3,35.85,0.3585,1
sta4,4,4,-68.0,3,27.73,0.2773,4
sta5,34,3,-70.0,4,25.63,0.2563,3
sta5,34,4,-75.0,3,47.51,0.4751,3
sta1,23,2,-73.0,5,42.72,0.4272,3
sta1,23,3,-65.0,4,18.03,0.1803,3
sta3,14,1,-74.0,4,38.9,0.389,1
sta3,14,4,-71.0,3,35.11,0.3511,1
sta4,4,4,-68.0,3,29.07,0.2907,4
sta5,34,3,-70.0,4,25.63,0.2563,3
sta5,34,4,-75.0,3,47.51,0.4751,3
sta1,23,2,-75.0,5,46.87,0.4687,3
sta1,23,3,-64.0,4,16.64,0.1664,3
sta3,14,1,-74.0,4,38.95,0.3895,1
sta3,14,4,-70.0,3,34.01,0.3401,1
sta4,4,4,-69.0,3,31.32,0.3132,4
sta5,34,3,-70.0,4,26.93,0.2693,3
sta5,34,4,-74.0,3,46.1,0.461,3
sta1,23,2,-74.0,5,45.22,0.4522,3
sta1,23,3,-63.0,4,15.65,0.1565,3
sta3,14,1,-75.0,4,41.77,0.4177,1
sta3,14,4,-70.0,3,33.24,0.3324,1
sta4,4,4,-71.0,3,34.48,0.3448,4
sta5,34,3,-71.0,4,28.16,0.2816,3
sta5,34,4,-74.0,3,45.97,0.4597,3
sta1,234,2,-74.0,5,45.79,0.4579,3
sta1,234,3,-65.0,4,18.36,0.1836,3
sta1,234,4,-77.0,3,56.36,0.5636,3
sta3,14,1,-76.0,4,43.14,0.4314,1
sta3,14,4,-69.0,3,31.32,0.3132,1
sta4,4,4,-71.0,3,34.71,0.3471,4
sta5,34,3,-70.0,4,25.71,0.2571,3
sta5,34,4,-75.0,3,48.8,0.488,3
sta1,234,2,-75.0,5,48.88,0.4888,3
sta1,234,3,-66.0,4,19.21,0.1921,3
sta1,234,4,-77.0,3,54.12,0.5412,3
sta3,14,1,-76.0,4,43.28,0.4328,1
sta3,14,4,-70.0,3,32.76,0.3276,1
sta4,4,4,-70.0,3,33.96,0.3396,4
sta5,34,3,-68.0,4,23.09,0.2309,3
sta5,34,4,-76.0,3,50.33,0.5033,3
sta1,234,2,-75.0,5,49.65,0.4965,3
sta1,234,3,-68.0,4,22.02,0.2202,3
sta1,234,4,-76.0,3,51.43,0.5143,3
sta3,14,1,-75.0,4,41.73,0.4173,1
sta3,14,4,-70.0,3,32.57,0.3257,1
sta4,4,4,-71.0,3,35.9,0.359,4
sta5,34,3,-69.0,4,24.35,0.2435,3
sta5,34,4,-75.0,3,48.92,0.4892,3
sta1,234,2,-75.0,5,49.93,0.4993,3
sta1,234,3,-65.0,4,17.69,0.1769,3
sta1,234,4,-77.0,3,55.07,0.5507,3
sta3,14,1,-75.0,4,41.73,0.4173,1
sta3,14,4,-70.0,3,31.95,0.3195,1
sta4,4,4,-71.0,3,36.4,0.364,4
sta5,34,3,-67.0,4,20.62,0.2062,3
sta5,34,4,-76.0,3,52.01,0.5201,3
sta1,234,2,-75.0,5,49.65,0.4965,3
sta1,234,3,-68.0,4,22.02,0.2202,3
sta1,234,4,-76.0,3,51.43,0.5143,3
sta3,14,1,-76.0,4,44.55,0.4455,1
sta3,14,4,-69.0,3,29.41,0.2941,1
sta4,4,4,-71.0,3,35.17,0.3517,4
sta5,34,3,-69.0,4,23.77,0.2377,3
sta5,34,4,-75.0,3,49.04,0.4904,3
sta1,234,2,-75.0,5,46.53,0.4653,3
sta1,234,3,-67.0,4,21.1,0.211,3
sta1,234,4,-76.0,3,53.71,0.5371,3
sta3,14,1,-76.0,4,44.55,0.4455,1
sta3,14,4,-69.0,3,30.08,0.3008,1
sta4,4,4,-72.0,3,37.11,0.3711,4
sta5,34,3,-69.0,4,24.35,0.2435,3
sta5,34,4,-75.0,3,48.92,0.4892,3
sta1,234,2,-74.0,5,45.79,0.4579,3
sta1,234,3,-65.0,4,18.36,0.1836,3
sta1,234,4,-77.0,3,56.36,0.5636,3
sta3,14,1,-76.0,4,43.14,0.4314,1
sta3,14,4,-69.0,3,30.68,0.3068,1
sta4,4,4,-73.0,3,41.48,0.4148,4
sta5,34,3,-72.0,4,30.08,0.3008,3
sta5,34,4,-74.0,3,43.19,0.4319,3
sta1,23,2,-74.0,5,43.83,0.4383,3
sta1,23,3,-64.0,4,16.16,0.1616,3
sta3,14,1,-75.0,4,41.77,0.4177,1
sta3,14,4,-69.0,3,31.38,0.3138,1
sta4,4,4,-72.0,3,38.9,0.389,4
sta5,34,3,-72.0,4,30.87,0.3087,3
sta5,34,4,-73.0,3,41.87,0.4187,3
sta1,23,2,-75.0,5,48.01,0.4801,3
sta1,23,3,-63.0,4,15.0,0.15,3
sta3,14,1,-75.0,4,40.36,0.4036,1
sta3,14,4,-70.0,3,32.7,0.327,1
sta4,4,4,-71.0,3,34.54,0.3454,4
sta5,34,3,-70.0,4,25.55,0.2555,3
sta5,34,4,-75.0,3,46.62,0.4662,3
sta1,23,2,-75.0,5,47.8,0.478,3
sta1,23,3,-62.0,4,13.6,0.136,3
sta3,14,1,-76.0,4,43.42,0.4342,1
sta3,14,4,-68.0,3,29.07,0.2907,1
sta4,4,4,-72.0,3,39.0,0.39,4
sta5,34,3,-67.0,4,21.47,0.2147,3
sta5,34,4,-76.0,3,50.8,0.508,3
sta1,23,2,-75.0,5,49.04,0.4904,3
sta1,23,3,-60.0,4,12.04,0.1204,3
sta3,14,1,-75.0,4,40.61,0.4061,1
sta3,14,4,-70.0,3,31.76,0.3176,1
sta4,43,4,-74.0,3,43.83,0.4383,4
sta4,43,3,-76.0,4,40.01,0.4001,4
sta5,34,3,-69.0,4,23.85,0.2385,3
sta5,34,4,-75.0,3,48.26,0.4826,3
sta1,23,2,-75.0,5,46.62,0.4662,3
sta1,23,3,-63.0,4,15.26,0.1526,3
sta3,14,1,-76.0,4,43.42,0.4342,1
sta3,14,4,-68.0,3,29.07,0.2907,1
sta4,43,4,-75.0,3,46.96,0.4696,4
sta4,43,3,-75.0,4,39.05,0.3905,4
sta5,34,3,-68.0,4,22.83,0.2283,3
sta5,34,4,-75.0,3,49.41,0.4941,3
sta1,234,2,-75.0,5,48.55,0.4855,3
sta1,234,3,-65.0,4,17.8,0.178,3
sta1,234,4,-77.0,3,55.47,0.5547,3
sta3,14,1,-76.0,4,43.42,0.4342,1
sta3,14,4,-68.0,3,29.07,0.2907,1
sta4,43,4,-74.0,3,44.42,0.4442,4
sta4,43,3,-75.0,4,37.05,0.3705,4
sta5,34,3,-67.0,4,20.12,0.2012,3
sta5,34,4,-76.0,3,52.2,0.522,3
sta1,23,2,-75.0,5,49.41,0.4941,3
sta1,23,3,-63.0,4,14.87,0.1487,3
sta3,14,1,-76.0,4,43.19,0.4319,1
sta3,14,4,-69.0,3,30.08,0.3008,1
sta4,43,4,-74.0,3,44.78,0.4478,4
sta4,43,3,-75.0,4,38.01,0.3801,4
sta5,34,3,-69.0,4,25.08,0.2508,3
sta5,34,4,-75.0,3,47.63,0.4763,3
sta1,3,3,-63.0,4,14.87,0.1487,3
sta3,4,4,-68.0,4,28.16,0.2816,4
sta4,43,4,-74.0,4,45.62,0.4562,4
sta4,43,3,-76.0,4,40.01,0.4001,4
sta5,34,3,-69.0,4,25.08,0.2508,3
sta5,34,4,-75.0,4,47.63,0.4763,3
sta1,34,3,-64.0,4,16.4,0.164,3
sta1,34,4,-77.0,4,55.76,0.5576,3
sta3,4,4,-68.0,4,28.16,0.2816,4
sta4,43,4,-74.0,4,45.31,0.4531,4
sta4,43,3,-77.0,4,43.05,0.4305,4
sta5,34,3,-68.0,4,23.26,0.2326,3
sta5,34,4,-75.0,4,49.2,0.492,3
sta1,34,3,-66.0,4,19.21,0.1921,3
sta1,34,4,-76.0,4,53.0,0.53,3
sta3,4,4,-68.0,4,28.44,0.2844,4
sta4,4,4,-75.0,4,46.49,0.4649,4
sta5,34,3,-68.0,4,23.09,0.2309,3
sta5,34,4,-76.0,4,50.33,0.5033,3
sta1,34,3,-64.0,4,16.64,0.1664,3
sta1,34,4,-77.0,4,55.47,0.5547,3
sta3,4,4,-68.0,4,28.16,0.2816,4
sta4,43,4,-76.0,4,51.55,0.5155,4
sta4,43,3,-77.0,4,44.91,0.4491,4
sta5,34,3,-69.0,4,25.08,0.2508,3
sta5,34,4,-75.0,4,47.63,0.4763,3
sta1,34,3,-65.0,4,17.69,0.1769,3
sta1,34,4,-77.0,4,54.71,0.5471,3
sta3,4,4,-68.0,4,28.02,0.2802,4
sta4,4,4,-76.0,4,50.96,0.5096,4
sta5,34,3,-68.0,4,23.09,0.2309,3
sta5,34,4,-76.0,4,50.33,0.5033,3
sta1,34,3,-65.0,4,18.03,0.1803,3
sta1,34,4,-76.0,4,54.08,0.5408,3
sta3,4,4,-68.0,4,28.02,0.2802,4
sta4,4,4,-75.0,4,46.57,0.4657,4
sta5,34,3,-68.0,4,22.56,0.2256,3
sta5,34,4,-76.0,4,51.66,0.5166,3
sta1,32,3,-61.0,4,13.45,0.1345,3
sta1,32,2,-75.0,5,49.2,0.492,3
sta3,4,4,-69.0,4,31.26,0.3126,4
sta4,4,4,-75.0,4,47.13,0.4713,4
sta5,34,3,-67.0,4,21.1,0.211,3
sta5,34,4,-77.0,4,54.45,0.5445,3
sta1,32,3,-62.0,4,13.6,0.136,3
sta1,32,2,-75.0,5,47.8,0.478,3
sta3,41,4,-70.0,4,33.54,0.3354,4
sta3,41,1,-76.0,3,43.42,0.4342,4
sta4,4,4,-74.0,4,43.97,0.4397,4
sta5,34,3,-67.0,4,20.02,0.2002,3
sta5,34,4,-77.0,4,55.87,0.5587,3
sta1,32,3,-62.0,4,13.89,0.1389,3
sta1,32,2,-74.0,5,46.4,0.464,3
sta3,41,4,-72.0,4,38.33,0.3833,4
sta3,41,1,-75.0,3,41.34,0.4134,4
sta4,4,4,-73.0,4,41.48,0.4148,4
sta5,34,3,-65.0,4,18.03,0.1803,3
sta5,34,4,-77.0,4,54.82,0.5482,3
sta1,32,3,-64.0,4,16.64,0.1664,3
sta1,32,2,-75.0,5,46.87,0.4687,3
sta3,41,4,-72.0,4,39.81,0.3981,4
sta3,41,1,-74.0,3,38.28,0.3828,4
sta4,4,4,-74.0,4,46.1,0.461,4
sta5,34,3,-65.0,4,18.03,0.1803,3
sta5,34,4,-76.0,4,54.08,0.5408,3
sta1,324,3,-65.0,4,18.03,0.1803,3
sta1,324,2,-75.0,5,47.17,0.4717,3
sta1,324,4,-77.0,4,55.9,0.559,3
sta3,41,4,-71.0,4,35.17,0.3517,4
sta3,41,1,-75.0,3,40.46,0.4046,4
sta4,4,4,-74.0,4,46.1,0.461,4
sta5,34,3,-65.0,4,17.8,0.178,3
sta5,34,4,-77.0,4,54.38,0.5438,3
sta1,324,3,-65.0,4,17.8,0.178,3
sta1,324,2,-75.0,5,48.55,0.4855,3
sta1,324,4,-77.0,4,55.47,0.5547,3
sta3,41,4,-72.0,4,37.11,0.3711,4
sta3,41,1,-74.0,3,39.2,0.392,4
sta4,4,4,-75.0,4,46.53,0.4653,4
sta5,342,3,-64.0,4,16.4,0.164,3
sta5,342,4,-77.0,4,56.82,0.5682,3
sta5,342,2,-75.0,5,48.26,0.4826,3
sta1,32,3,-63.0,4,14.87,0.1487,3
sta1,32,2,-75.0,5,49.41,0.4941,3
sta3,41,4,-71.0,4,35.51,0.3551,4
sta3,41,1,-75.0,3,42.2,0.422,4
sta4,4,4,-74.0,4,45.04,0.4504,4
sta5,32,3,-62.0,4,14.32,0.1432,3
sta5,32,2,-74.0,5,45.0,0.45,3
sta1,324,3,-64.0,4,16.4,0.164,3
sta1,324,2,-75.0,5,48.26,0.4826,3
sta1,324,4,-77.0,4,56.82,0.5682,3
sta3,41,4,-71.0,4,36.35,0.3635,4
sta3,41,1,-75.0,3,42.44,0.4244,4
sta4,4,4,-74.0,4,45.0,0.45,4
sta5,32,3,-65.0,4,17.12,0.1712,3
sta5,32,2,-72.0,5,39.41,0.3941,3
sta1,324,3,-65.0,4,18.03,0.1803,3
sta1,324,2,-75.0,5,47.17,0.4717,3
sta1,324,4,-77.0,4,55.9,0.559,3
sta3,41,4,-72.0,4,38.64,0.3864,4
sta3,41,1,-74.0,3,39.66,0.3966,4
sta4,4,4,-75.0,4,47.0,0.47,4
sta5,32,3,-67.0,4,20.62,0.2062,3
sta5,32,2,-73.0,5,40.31,0.4031,3
sta1,324,3,-65.0,4,17.8,0.178,3
sta1,324,2,-75.0,5,48.55,0.4855,3
sta1,324,4,-77.0,4,55.47,0.5547,3
sta3,41,4,-72.0,4,39.46,0.3946,4
sta3,41,1,-75.0,3,39.96,0.3996,4
sta4,4,4,-75.0,4,48.01,0.4801,4
sta5,32,3,-63.0,4,15.52,0.1552,3
sta5,32,2,-73.0,5,42.2,0.422,3
sta1,32,3,-63.0,4,15.26,0.1526,3
sta1,32,2,-75.0,5,46.62,0.4662,3
sta3,41,4,-71.0,4,36.12,0.3612,4
sta3,41,1,-76.0,3,44.1,0.441,4
sta4,4,4,-75.0,4,48.01,0.4801,4
sta5,32,3,-64.0,4,16.03,0.1603,3
sta5,32,2,-72.0,5,39.2,0.392,3
sta1,324,3,-64.0,4,16.28,0.1628,3
sta1,324,2,-75.0,5,49.65,0.4965,3
sta1,324,4,-77.0,4,56.44,0.5644,3
sta3,4,4,-70.0,4,34.01,0.3401,4
sta4,4,4,-74.0,4,46.01,0.4601,4
sta5,32,3,-63.0,4,15.52,0.1552,3
sta5,32,2,-71.0,5,36.07,0.3607,3
sta1,32,3,-58.0,4,10.63,0.1063,3
sta1,32,2,-75.0,5,48.92,0.4892,3
sta3,4,4,-70.0,4,34.01,0.3401,4
sta4,4,4,-74.0,4,45.0,0.45,4
sta5,32,3,-64.0,4,16.28,0.1628,3
sta5,32,2,-71.0,5,36.12,0.3612,3
sta1,32,3,-56.0,4,9.22,0.0922,3
sta1,32,2,-75.0,5,48.84,0.4884,3
sta3,4,4,-70.0,4,33.0,0.33,4
sta4,4,4,-74.0,4,44.1,0.441,4
sta5,32,3,-65.0,4,17.46,0.1746,3
sta5,32,2,-70.0,5,33.24,0.3324,3
sta1,32,3,-59.0,4,10.82,0.1082,3
sta1,32,2,-75.0,5,47.51,0.4751,3
sta3,4,4,-71.0,4,35.06,0.3506,4
sta4,4,4,-74.0,4,46.01,0.4601,4
sta5,32,3,-67.0,4,21.19,0.2119,3
sta5,32,2,-69.0,5,30.48,0.3048,3
sta1,3,3,-52.0,4,6.4,0.064,3
sta3,4,4,-69.0,4,31.06,0.3106,4
sta4,4,4,-75.0,4,47.17,0.4717,4
sta5,32,3,-67.0,4,20.62,0.2062,3
sta5,32,2,-69.0,5,30.41,0.3041,3
sta1,32,3,-49.0,4,5.39,0.0539,3
sta1,32,2,-75.0,5,47.42,0.4742,3
sta3,4,4,-69.0,4,31.26,0.3126,4
sta4,4,4,-74.0,4,45.18,0.4518,4
sta5,32,3,-67.0,4,20.12,0.2012,3
sta5,32,2,-69.0,5,30.41,0.3041,3
sta1,32,3,-55.0,4,8.06,0.0806,3
sta1,32,2,-74.0,5,44.55,0.4455,3
sta3,43,4,-70.0,4,32.39,0.3239,4
sta3,43,3,-77.0,4,44.82,0.4482,4
sta4,4,4,-75.0,4,48.51,0.4851,4
sta5,32,3,-68.0,4,21.93,0.2193,3
sta5,32,2,-68.0,5,29.0,0.29,3
sta1,32,3,-55.0,4,8.06,0.0806,3
sta1,32,2,-74.0,5,44.55,0.4455,3
sta3,4,4,-69.0,4,30.02,0.3002,4
sta4,4,4,-74.0,4,45.18,0.4518,4
sta5,32,3,-68.0,4,23.09,0.2309,3
sta5,32,2,-68.0,5,29.21,0.2921,3
sta1,32,3,-58.0,4,10.05,0.1005,3
sta1,32,2,-73.0,5,41.73,0.4173,3
sta3,4,4,-71.0,4,35.06,0.3506,4
sta4,4,4,-74.0,4,46.27,0.4627,4
sta5,32,3,-69.0,4,23.35,0.2335,3
sta5,32,2,-69.0,5,31.06,0.3106,3
sta1,32,3,-56.0,4,9.0,0.09,3
sta1,32,2,-74.0,5,43.14,0.4314,3
sta3,4,4,-71.0,4,36.01,0.3601,4
sta4,4,4,-74.0,4,45.4,0.454,4
sta5,32,3,-69.0,4,23.77,0.2377,3
sta5,32,2,-69.0,5,29.41,0.2941,3
sta1,32,3,-58.0,4,10.05,0.1005,3
sta1,32,2,-73.0,5,41.73,0.4173,3
sta3,4,4,-71.0,4,35.0,0.35,4
sta4,4,4,-74.0,4,43.42,0.4342,4
sta5,32,3,-69.0,4,25.0,0.25,3
sta5,32,2,-68.0,5,28.02,0.2802,3
sta1,32,3,-58.0,4,10.05,0.1005,3
sta1,32,2,-74.0,5,43.14,0.4314,3
sta3,43,4,-71.0,4,35.23,0.3523,4
sta3,43,3,-77.0,4,43.83,0.4383,4
sta4,4,4,-74.0,4,44.55,0.4455,4
sta5,32,3,-70.0,4,25.63,0.2563,3
sta5,32,2,-67.0,5,26.4,0.264,3
sta1,32,3,-60.0,4,11.7,0.117,3
sta1,32,2,-74.0,5,44.69,0.4469,3
sta3,43,4,-71.0,4,35.9,0.359,4
sta3,43,3,-76.0,4,40.61,0.4061,4
sta4,4,4,-74.0,4,43.74,0.4374,4
sta5,32,3,-69.0,4,23.77,0.2377,3
sta5,32,2,-68.0,5,27.66,0.2766,3
sta1,32,3,-56.0,4,9.22,0.0922,3
sta1,32,2,-74.0,5,44.55,0.4455,3
sta3,43,4,-71.0,4,35.17,0.3517,4
sta3,43,3,-76.0,4,40.46,0.4046,4
sta4,4,4,-75.0,4,46.57,0.4657,4
sta5,32,3,-69.0,4,24.19,0.2419,3
sta5,32,2,-67.0,5,26.17,0.2617,3
sta1,32,3,-53.0,4,7.0,0.07,3
sta1,32,2,-74.0,5,44.6,0.446,3
sta3,43,4,-70.0,4,31.95,0.3195,4
sta3,43,3,-76.0,4,41.73,0.4173,4
sta4,4,4,-75.0,4,47.13,0.4713,4
sta5,32,3,-67.0,4,20.81,0.2081,3
sta5,32,2,-68.0,5,29.21,0.2921,3
sta1,32,3,-49.0,4,5.39,0.0539,3
sta1,32,2,-75.0,5,47.42,0.4742,3
sta3,43,4,-71.0,4,34.71,0.3471,4
sta3,43,3,-76.0,4,42.01,0.4201,4
sta4,4,4,-75.0,4,46.49,0.4649,4
sta5,32,3,-68.0,4,22.47,0.2247,3
sta5,32,2,-68.0,5,27.66,0.2766,3
sta1,32,3,-48.0,4,5.0,0.05,3
sta1,32,2,-74.0,5,46.1,0.461,3
sta3,43,4,-69.0,4,31.32,0.3132,4
sta3,43,3,-77.0,4,43.14,0.4314,4
sta4,4,4,-73.0,4,42.2,0.422,4
sta5,32,3,-69.0,4,25.0,0.25,3
sta5,32,2,-66.0,5,25.0,0.25,3
sta1,32,3,-52.0,4,6.71,0.0671,3
sta1,32,2,-75.0,5,47.38,0.4738,3
sta3,4,4,-68.0,4,29.27,0.2927,4
sta4,4,4,-73.0,4,41.77,0.4177,4
sta5,32,3,-71.0,4,28.02,0.2802,3
sta5,32,2,-65.0,5,22.02,0.2202,3
sta1,32,3,-51.0,4,6.08,0.0608,3
sta1,32,2,-74.0,5,46.01,0.4601,3
sta3,4,4,-69.0,4,31.26,0.3126,4
sta4,4,4,-73.0,4,42.58,0.4258,4
sta5,32,3,-69.0,4,23.43,0.2343,3
sta5,32,2,-67.0,5,26.63,0.2663,3
sta1,32,3,-51.0,4,6.08,0.0608,3
sta1,32,2,-74.0,5,46.01,0.4601,3
sta3,4,4,-69.0,4,30.15,0.3015,4
sta4,4,4,-73.0,4,41.19,0.4119,4
sta5,32,3,-70.0,4,25.24,0.2524,3
sta5,32,2,-66.0,5,24.84,0.2484,3
sta1,32,3,-53.0,4,7.28,0.0728,3
sta1,32,2,-74.0,5,43.28,0.4328,3
sta3,4,4,-69.0,4,31.06,0.3106,4
sta4,4,4,-74.0,4,45.18,0.4518,4
sta5,32,3,-71.0,4,28.3,0.283,3
sta5,32,2,-65.0,5,21.93,0.2193,3
sta1,32,3,-58.0,4,10.44,0.1044,3
sta1,32,2,-73.0,5,40.36,0.4036,3
sta3,43,4,-69.0,4,31.58,0.3158,4
sta3,43,3,-77.0,4,44.69,0.4469,4
sta4,4,4,-74.0,4,46.27,0.4627,4
sta5,32,3,-71.0,4,28.02,0.2802,3
sta5,32,2,-65.0,5,22.02,0.2202,3
sta1,32,3,-58.0,4,10.44,0.1044,3
sta1,32,2,-73.0,5,40.36,0.4036,3
sta3,4,4,-69.0,4,31.26,0.3126,4
sta4,4,4,-74.0,4,44.1,0.441,4
sta5,32,3,-71.0,4,27.8,0.278,3
sta5,32,2,-65.0,5,22.2,0.222,3
sta1,32,3,-52.0,4,6.71,0.0671,3
sta1,32,2,-74.0,5,43.42,0.4342,3
sta3,43,4,-70.0,4,33.54,0.3354,4
sta3,43,3,-77.0,4,43.42,0.4342,4
sta4,4,4,-74.0,4,43.0,0.43,4
sta5,32,3,-71.0,4,28.3,0.283,3
sta5,32,2,-65.0,5,21.93,0.2193,3
sta1,32,3,-55.0,4,8.06,0.0806,3
sta1,32,2,-74.0,5,43.19,0.4319,3
sta3,43,4,-72.0,4,39.46,0.3946,4
sta3,43,3,-76.0,4,39.96,0.3996,4
sta4,4,4,-74.0,4,43.05,0.4305,4
sta5,32,3,-72.0,4,30.02,0.3002,3
sta5,32,2,-64.0,5,20.52,0.2052,3
sta1,32,3,-55.0,4,8.06,0.0806,3
sta1,32,2,-74.0,5,44.55,0.4455,3
sta3,43,4,-73.0,4,40.8,0.408,4
sta3,43,3,-74.0,4,35.0,0.35,4
sta4,4,4,-73.0,4,42.11,0.4211,4
sta5,32,3,-70.0,4,26.93,0.2693,3
sta5,32,2,-66.0,5,23.35,0.2335,3
sta1,32,3,-56.0,4,9.22,0.0922,3
sta1,32,2,-74.0,5,44.55,0.4455,3
sta3,432,4,-74.0,4,43.42,0.4342,4
sta3,432,3,-73.0,4,34.13,0.3413,4
sta3,432,2,-75.0,5,49.24,0.4924,4
sta4,4,4,-72.0,4,38.01,0.3801,4
sta5,32,3,-73.0,4,31.76,0.3176,3
sta5,32,2,-63.0,5,19.21,0.1921,3
sta1,32,3,-59.0,5,11.18,0.1118,3
sta1,32,2,-74.0,5,43.19,0.4319,3
sta2,3,3,-77.0,5,43.42,0.4342,3
sta3,432,4,-74.0,4,43.42,0.4342,4
sta3,432,3,-73.0,5,34.13,0.3413,4
sta3,432,2,-75.0,5,49.24,0.4924,4
sta4,4,4,-72.0,4,37.05,0.3705,4
sta5,32,3,-73.0,5,33.54,0.3354,3
sta5,32,2,-62.0,5,18.03,0.1803,3
sta1,32,3,-62.0,5,14.04,0.1404,3
sta1,32,2,-72.0,5,38.95,0.3895,3
sta2,3,3,-76.0,5,42.58,0.4258,3
sta3,43,4,-73.0,4,42.2,0.422,4
sta3,43,3,-74.0,5,35.51,0.3551,4
sta4,4,4,-72.0,4,38.33,0.3833,4
sta5,32,3,-71.0,5,29.07,0.2907,3
sta5,32,2,-65.0,5,22.02,0.2202,3
sta1,32,3,-65.0,5,17.12,0.1712,3
sta1,32,2,-72.0,5,39.41,0.3941,3
sta2,3,3,-77.0,5,43.42,0.4342,3
sta3,43,4,-73.0,4,42.2,0.422,4
sta3,43,3,-74.0,5,35.51,0.3551,4
sta4,4,4,-72.0,4,39.2,0.392,4
sta5,32,3,-72.0,5,30.08,0.3008,3
